#v(km/h),   acc(m/s^2),  forceMech(N), powMech(kW), fuelFlow(l/h), consump(liters/100km), Gear
152.00, 2.86, 160059.76, 6759.578701, 11842.10526, 7790.85873, 1
152.00, 2.93, 163015.31, 6884.368825, 11842.10526, 7790.85873, 1
152.00, 3.00, 165970.87, 7009.158948, 11842.10526, 7790.85873, 1

154.00, -1.00, -2068.33, 0.000000, 4.47328, 2.90472, 7
154.00, -0.93, 926.11, 41.117106, 4.75441, 3.08728, 7
154.00, -0.86, 3920.56, 169.212785, 5.12218, 3.32609, 7
154.00, -0.80, 6487.23, 279.009082, 5.55157, 3.60491, 7
154.00, -0.73, 9481.67, 407.104761, 6.17170, 4.00760, 7
154.00, -0.66, 12476.11, 535.200440, 6.88826, 4.47290, 7
154.00, -0.60, 15042.78, 644.996736, 7.55535, 4.90607, 7
154.00, -0.53, 18037.23, 773.092415, 8.37409, 5.43772, 7
154.00, -0.46, 21031.67, 901.188094, 9.22051, 5.98734, 7
154.00, -0.40, 23598.34, 1010.984390, 9.95962, 6.46728, 7
154.00, -0.33, 26592.78, 1139.080069, 10.83156, 7.03348, 7
154.00, -0.26, 29587.23, 1267.175748, 11.70975, 7.60373, 7
154.00, -0.19, 32581.67, 1395.271427, 12.59154, 8.17633, 7
154.00, -0.13, 35148.34, 1505.067724, 13.34905, 8.66821, 7
154.00, -0.06, 38142.78, 1633.163403, 14.23395, 9.24283, 7
154.00, 0.00, 40709.45, 1742.959699, 14.99303, 9.73573, 7
154.00, 0.06, 43276.11, 1852.755995, 15.75242, 10.22885, 7
154.00, 0.13, 46270.56, 1980.851674, 16.63864, 10.80431, 7
154.00, 0.19, 48837.23, 2090.647970, 17.39839, 11.29766, 7
154.00, 0.26, 51831.67, 2218.743649, 18.28490, 11.87331, 7
154.00, 0.33, 54826.11, 2346.839329, 19.17156, 12.44906, 7
154.00, 0.39, 57392.78, 2456.635625, 19.93173, 12.94268, 7
154.00, 0.46, 60387.23, 2584.731304, 20.81898, 13.51882, 7
154.00, 0.53, 63381.67, 2712.826983, 21.70698, 14.09544, 7
154.00, 0.60, 66376.11, 2840.922662, 22.59649, 14.67304, 7
154.00, 0.66, 68942.78, 2950.718958, 23.36121, 15.16962, 7
154.00, 0.73, 71937.23, 3078.814637, 24.25853, 15.75229, 7
154.00, 0.80, 74931.67, 3206.910316, 25.16657, 16.34193, 7
154.00, 0.86, 77498.34, 3316.706612, 25.96120, 16.85792, 7
154.00, 0.93, 80492.78, 3444.802291, 26.92484, 17.48366, 7
154.00, 1.00, 83487.23, 3572.897970, 27.96445, 18.15873, 7
154.00, 1.06, 86053.89, 3682.694267, 28.97087, 18.81225, 7
154.00, 1.13, 89048.34, 3810.789946, 30.39348, 19.73602, 6
154.00, 1.20, 92042.78, 3938.885625, 31.31664, 20.33548, 6
154.00, 1.26, 94609.45, 4048.681921, 32.12992, 20.86358, 6
154.00, 1.33, 97603.89, 4176.777600, 33.12310, 21.50850, 6
154.00, 1.40, 100598.34, 4304.873279, 11842.10526, 7689.67874, 1
154.00, 1.46, 103165.00, 4414.669575, 11842.10526, 7689.67874, 1
154.00, 1.53, 106159.45, 4542.765254, 11842.10526, 7689.67874, 1
154.00, 1.60, 109153.89, 4670.860933, 11842.10526, 7689.67874, 1
154.00, 1.66, 111720.56, 4780.657230, 11842.10526, 7689.67874, 1
154.00, 1.73, 114715.00, 4908.752909, 11842.10526, 7689.67874, 1
154.00, 1.79, 117281.67, 5018.549205, 11842.10526, 7689.67874, 1
154.00, 1.86, 120276.11, 5146.644884, 11842.10526, 7689.67874, 1
154.00, 1.93, 123270.56, 5274.740563, 11842.10526, 7689.67874, 1
154.00, 2.00, 126265.00, 5402.836242, 11842.10526, 7689.67874, 1
154.00, 2.06, 128831.67, 5512.632538, 11842.10526, 7689.67874, 1
154.00, 2.13, 131826.11, 5640.728217, 11842.10526, 7689.67874, 1
154.00, 2.20, 134820.56, 5768.823896, 11842.10526, 7689.67874, 1
154.00, 2.26, 137387.23, 5878.620193, 11842.10526, 7689.67874, 1
154.00, 2.33, 140381.67, 6006.715872, 11842.10526, 7689.67874, 1
154.00, 2.40, 143376.11, 6134.811551, 11842.10526, 7689.67874, 1
154.00, 2.46, 145942.78, 6244.607847, 11842.10526, 7689.67874, 1
154.00, 2.53, 148937.23, 6372.703526, 11842.10526, 7689.67874, 1
154.00, 2.60, 151931.67, 6500.799205, 11842.10526, 7689.67874, 1
154.00, 2.66, 154498.34, 6610.595501, 11842.10526, 7689.67874, 1
154.00, 2.73, 157492.78, 6738.691180, 11842.10526, 7689.67874, 1
154.00, 2.80, 160487.23, 6866.786859, 11842.10526, 7689.67874, 1
154.00, 2.86, 163053.89, 6976.583156, 11842.10526, 7689.67874, 1
154.00, 2.93, 166048.34, 7104.678835, 11842.10526, 7689.67874, 1
154.00, 3.00, 169042.78, 7232.774514, 11842.10526, 7689.67874, 1

156.00, -1.00, -1183.81, 0.000000, 4.62510, 2.96481, 7
156.00, -0.93, 1849.52, 81.645809, 4.92305, 3.15580, 7
156.00, -0.86, 4882.85, 213.090253, 5.34227, 3.42453, 7
156.00, -0.80, 7482.85, 325.756920, 5.81638, 3.72845, 7
156.00, -0.73, 10516.19, 457.201364, 6.48038, 4.15409, 7
156.00, -0.66, 13549.52, 588.645809, 7.23100, 4.63526, 7
156.00, -0.60, 16149.52, 701.312476, 7.92096, 5.07754, 7
156.00, -0.53, 19182.85, 832.756920, 8.76106, 5.61607, 7
156.00, -0.46, 22216.19, 964.201364, 9.62500, 6.16987, 7
156.00, -0.40, 24816.19, 1076.868031, 10.37716, 6.65203, 7
156.00, -0.33, 27849.52, 1208.312476, 11.26289, 7.21980, 7
156.00, -0.26, 30882.85, 1339.756920, 12.15391, 7.79096, 7
156.00, -0.19, 33916.19, 1471.201364, 13.04797, 8.36408, 7
156.00, -0.13, 36516.19, 1583.868031, 13.81573, 8.85624, 7
156.00, -0.06, 39549.52, 1715.312476, 14.71241, 9.43103, 7
156.00, 0.00, 42149.52, 1827.979142, 15.48149, 9.92403, 7
156.00, 0.06, 44749.52, 1940.645809, 16.25083, 10.41720, 7
156.00, 0.13, 47782.85, 2072.090253, 17.14862, 10.99271, 7
156.00, 0.19, 50382.85, 2184.756920, 17.91828, 11.48608, 7
156.00, 0.26, 53416.19, 2316.201364, 18.81635, 12.06176, 7
156.00, 0.33, 56449.52, 2447.645809, 19.71458, 12.63755, 7
156.00, 0.39, 59049.52, 2560.312476, 20.48471, 13.13122, 7
156.00, 0.46, 62082.85, 2691.756920, 21.38365, 13.70747, 7
156.00, 0.53, 65116.19, 2823.201364, 22.28354, 14.28432, 7
156.00, 0.60, 68149.52, 2954.645809, 23.18528, 14.86236, 7
156.00, 0.66, 70749.52, 3067.312476, 23.96105, 15.35965, 7
156.00, 0.73, 73782.85, 3198.756920, 24.87251, 15.94391, 7
156.00, 0.80, 76816.19, 3330.201364, 25.79726, 16.53670, 7
156.00, 0.86, 79416.19, 3442.868031, 26.61014, 17.05778, 7
156.00, 0.93, 82449.52, 3574.312476, 27.60385, 17.69478, 7
156.00, 1.00, 85482.85, 3705.756920, 28.69176, 18.39215, 7
156.00, 1.06, 88082.85, 3818.423587, 29.76721, 19.08155, 7
156.00, 1.13, 91116.19, 3949.868031, 31.11117, 19.94306, 6
156.00, 1.20, 94149.52, 4081.312476, 32.05324, 20.54695, 6
156.00, 1.26, 96749.52, 4193.979142, 32.88714, 21.08150, 6
156.00, 1.33, 99782.85, 4325.423587, 33.91329, 21.73929, 6
156.00, 1.40, 102816.19, 4456.868031, 11842.10526, 7591.09312, 1
156.00, 1.46, 105416.19, 4569.534698, 11842.10526, 7591.09312, 1
156.00, 1.53, 108449.52, 4700.979142, 11842.10526, 7591.09312, 1
156.00, 1.60, 111482.85, 4832.423587, 11842.10526, 7591.09312, 1
156.00, 1.66, 114082.85, 4945.090253, 11842.10526, 7591.09312, 1
156.00, 1.73, 117116.19, 5076.534698, 11842.10526, 7591.09312, 1
156.00, 1.79, 119716.19, 5189.201364, 11842.10526, 7591.09312, 1
156.00, 1.86, 122749.52, 5320.645809, 11842.10526, 7591.09312, 1
156.00, 1.93, 125782.85, 5452.090253, 11842.10526, 7591.09312, 1
156.00, 2.00, 128816.19, 5583.534698, 11842.10526, 7591.09312, 1
156.00, 2.06, 131416.19, 5696.201364, 11842.10526, 7591.09312, 1
156.00, 2.13, 134449.52, 5827.645809, 11842.10526, 7591.09312, 1
156.00, 2.20, 137482.85, 5959.090253, 11842.10526, 7591.09312, 1
156.00, 2.26, 140082.85, 6071.756920, 11842.10526, 7591.09312, 1
156.00, 2.33, 143116.19, 6203.201364, 11842.10526, 7591.09312, 1
156.00, 2.40, 146149.52, 6334.645809, 11842.10526, 7591.09312, 1
156.00, 2.46, 148749.52, 6447.312476, 11842.10526, 7591.09312, 1
156.00, 2.53, 151782.85, 6578.756920, 11842.10526, 7591.09312, 1
156.00, 2.60, 154816.19, 6710.201364, 11842.10526, 7591.09312, 1
156.00, 2.66, 157416.19, 6822.868031, 11842.10526, 7591.09312, 1
156.00, 2.73, 160449.52, 6954.312476, 11842.10526, 7591.09312, 1
156.00, 2.80, 163482.85, 7085.756920, 11842.10526, 7591.09312, 1
156.00, 2.86, 166082.85, 7198.423587, 11842.10526, 7591.09312, 1
156.00, 2.93, 169116.19, 7329.868031, 11842.10526, 7591.09312, 1
156.00, 3.00, 172149.52, 7461.312476, 11842.10526, 7591.09312, 1

158.00, -1.00, -264.02, 0.000000, 4.77696, 3.02339, 7
158.00, -0.93, 2808.20, 124.748877, 5.11050, 3.23450, 7
158.00, -0.86, 5880.42, 259.585297, 5.58458, 3.53455, 7
158.00, -0.80, 8513.76, 375.159371, 6.10222, 3.86217, 7
158.00, -0.73, 11585.98, 509.995791, 6.80759, 4.30860, 7
158.00, -0.66, 14658.20, 644.832211, 7.59000, 4.80380, 7
158.00, -0.60, 17291.54, 760.406285, 8.30133, 5.25401, 7
158.00, -0.53, 20363.76, 895.242705, 9.16158, 5.79847, 7
158.00, -0.46, 23435.98, 1030.079124, 10.04226, 6.35586, 7
158.00, -0.40, 26069.31, 1145.653198, 10.80704, 6.83990, 7
158.00, -0.33, 29141.54, 1280.489618, 11.70623, 7.40901, 7
158.00, -0.26, 32213.76, 1415.326038, 12.60989, 7.98094, 7
158.00, -0.19, 35285.98, 1550.162458, 13.51612, 8.55450, 7
158.00, -0.13, 37919.31, 1665.736532, 14.29407, 9.04688, 7
158.00, -0.06, 40991.54, 1800.572952, 15.20249, 9.62183, 7
158.00, 0.00, 43624.87, 1916.147026, 15.98155, 10.11490, 7
158.00, 0.06, 46258.20, 2031.721100, 16.76084, 10.60812, 7
158.00, 0.13, 49330.42, 2166.557519, 17.67019, 11.18367, 7
158.00, 0.19, 51963.76, 2282.131594, 18.44976, 11.67706, 7
158.00, 0.26, 55035.98, 2416.968013, 19.35938, 12.25277, 7
158.00, 0.33, 58108.20, 2551.804433, 20.26920, 12.82861, 7
158.00, 0.39, 60741.54, 2667.378507, 21.04931, 13.32235, 7
158.00, 0.46, 63813.76, 2802.214927, 21.96000, 13.89873, 7
158.00, 0.53, 66885.98, 2937.051347, 22.87185, 14.47586, 7
158.00, 0.60, 69958.20, 3071.887766, 23.78603, 15.05445, 7
158.00, 0.66, 72591.54, 3187.461840, 24.57315, 15.55263, 7
158.00, 0.73, 75663.76, 3322.298260, 25.49941, 16.13887, 7
158.00, 0.80, 78735.98, 3457.134680, 26.44221, 16.73558, 7
158.00, 0.86, 81369.31, 3572.708754, 27.27549, 17.26297, 7
158.00, 0.93, 84441.54, 3707.545174, 28.30405, 17.91396, 7
158.00, 1.00, 87513.76, 3842.381594, 29.44969, 18.63904, 7
158.00, 1.06, 90147.09, 3957.955668, 30.60932, 19.37299, 7
158.00, 1.13, 93219.31, 4092.792087, 31.84327, 20.15397, 6
158.00, 1.20, 96291.54, 4227.628507, 32.80584, 20.76319, 6
158.00, 1.26, 98924.87, 4343.202581, 33.66270, 21.30551, 6
158.00, 1.33, 101997.09, 4478.039001, 11842.10526, 7495.00333, 1
158.00, 1.40, 105069.31, 4612.875421, 11842.10526, 7495.00333, 1
158.00, 1.46, 107702.65, 4728.449495, 11842.10526, 7495.00333, 1
158.00, 1.53, 110774.87, 4863.285915, 11842.10526, 7495.00333, 1
158.00, 1.60, 113847.09, 4998.122334, 11842.10526, 7495.00333, 1
158.00, 1.66, 116480.42, 5113.696408, 11842.10526, 7495.00333, 1
158.00, 1.73, 119552.65, 5248.532828, 11842.10526, 7495.00333, 1
158.00, 1.79, 122185.98, 5364.106902, 11842.10526, 7495.00333, 1
158.00, 1.86, 125258.20, 5498.943322, 11842.10526, 7495.00333, 1
158.00, 1.93, 128330.42, 5633.779742, 11842.10526, 7495.00333, 1
158.00, 2.00, 131402.65, 5768.616161, 11842.10526, 7495.00333, 1
158.00, 2.06, 134035.98, 5884.190236, 11842.10526, 7495.00333, 1
158.00, 2.13, 137108.20, 6019.026655, 11842.10526, 7495.00333, 1
158.00, 2.20, 140180.42, 6153.863075, 11842.10526, 7495.00333, 1
158.00, 2.26, 142813.76, 6269.437149, 11842.10526, 7495.00333, 1
158.00, 2.33, 145885.98, 6404.273569, 11842.10526, 7495.00333, 1
158.00, 2.40, 148958.20, 6539.109989, 11842.10526, 7495.00333, 1
158.00, 2.46, 151591.54, 6654.684063, 11842.10526, 7495.00333, 1
158.00, 2.53, 154663.76, 6789.520482, 11842.10526, 7495.00333, 1
158.00, 2.60, 157735.98, 6924.356902, 11842.10526, 7495.00333, 1
158.00, 2.66, 160369.31, 7039.930976, 11842.10526, 7495.00333, 1
158.00, 2.73, 163441.54, 7174.767396, 11842.10526, 7495.00333, 1
158.00, 2.80, 166513.76, 7309.603816, 11842.10526, 7495.00333, 1
158.00, 2.86, 169147.09, 7425.177890, 11842.10526, 7495.00333, 1
158.00, 2.93, 172219.31, 7560.014310, 11842.10526, 7495.00333, 1
158.00, 3.00, 175291.54, 7694.850729, 11842.10526, 7495.00333, 1

160.00, -1.00, 691.51, 32.233608, 4.93817, 3.08636, 7
160.00, -0.93, 3802.62, 170.505213, 5.31961, 3.32475, 7
160.00, -0.86, 6913.73, 308.776818, 5.84958, 3.65599, 7
160.00, -0.80, 9580.40, 427.295336, 6.40888, 4.00555, 7
160.00, -0.73, 12691.51, 565.566941, 7.15296, 4.47060, 7
160.00, -0.66, 15802.62, 703.838546, 7.96496, 4.97810, 7
160.00, -0.60, 18469.28, 822.357064, 8.69628, 5.43518, 7
160.00, -0.53, 21580.40, 960.628669, 9.57558, 5.98474, 7
160.00, -0.46, 24691.51, 1098.900274, 10.47229, 6.54518, 7
160.00, -0.40, 27358.17, 1217.418793, 11.24930, 7.03081, 7
160.00, -0.33, 30469.28, 1355.690398, 12.16168, 7.60105, 7
160.00, -0.26, 33580.40, 1493.962003, 13.07782, 8.17364, 7
160.00, -0.19, 36691.51, 1632.233608, 13.99611, 8.74757, 7
160.00, -0.13, 39358.17, 1750.752126, 14.78421, 9.24013, 7
160.00, -0.06, 42469.28, 1889.023731, 15.70433, 9.81521, 7
160.00, 0.00, 45135.95, 2007.542250, 16.49335, 10.30835, 7
160.00, 0.06, 47802.62, 2126.060768, 17.28257, 10.80161, 7
160.00, 0.13, 50913.73, 2264.332373, 18.20349, 11.37718, 7
160.00, 0.19, 53580.40, 2382.850892, 18.99296, 11.87060, 7
160.00, 0.26, 56691.51, 2521.122497, 19.91415, 12.44635, 7
160.00, 0.33, 59802.62, 2659.394102, 20.83557, 13.02223, 7
160.00, 0.39, 62469.28, 2777.912620, 21.62568, 13.51605, 7
160.00, 0.46, 65580.40, 2916.184225, 22.54818, 14.09261, 7
160.00, 0.53, 68691.51, 3054.455830, 23.47213, 14.67008, 7
160.00, 0.60, 71802.62, 3192.727435, 24.39898, 15.24936, 7
160.00, 0.66, 74469.28, 3311.245953, 25.19784, 15.74865, 7
160.00, 0.73, 77580.40, 3449.517558, 26.13976, 16.33735, 7
160.00, 0.80, 80691.51, 3587.789163, 27.10232, 16.93895, 7
160.00, 0.86, 83358.17, 3706.307682, 27.95874, 17.47421, 7
160.00, 0.93, 86469.28, 3844.579287, 29.02820, 18.14262, 7
160.00, 1.00, 89580.40, 3982.850892, 30.24356, 18.90222, 7
160.00, 1.06, 92247.06, 4101.369410, 31.50661, 19.69163, 7
160.00, 1.13, 95358.17, 4239.641015, 32.59040, 20.36900, 6
160.00, 1.20, 98469.28, 4377.912620, 33.57545, 20.98465, 6
160.00, 1.26, 101135.95, 4496.431139, 11842.10526, 7401.31579, 1
160.00, 1.33, 104247.06, 4634.702743, 11842.10526, 7401.31579, 1
160.00, 1.40, 107358.17, 4772.974348, 11842.10526, 7401.31579, 1
160.00, 1.46, 110024.84, 4891.492867, 11842.10526, 7401.31579, 1
160.00, 1.53, 113135.95, 5029.764472, 11842.10526, 7401.31579, 1
160.00, 1.60, 116247.06, 5168.036077, 11842.10526, 7401.31579, 1
160.00, 1.66, 118913.73, 5286.554595, 11842.10526, 7401.31579, 1
160.00, 1.73, 122024.84, 5424.826200, 11842.10526, 7401.31579, 1
160.00, 1.79, 124691.51, 5543.344719, 11842.10526, 7401.31579, 1
160.00, 1.86, 127802.62, 5681.616324, 11842.10526, 7401.31579, 1
160.00, 1.93, 130913.73, 5819.887929, 11842.10526, 7401.31579, 1
160.00, 2.00, 134024.84, 5958.159534, 11842.10526, 7401.31579, 1
160.00, 2.06, 136691.51, 6076.678052, 11842.10526, 7401.31579, 1
160.00, 2.13, 139802.62, 6214.949657, 11842.10526, 7401.31579, 1
160.00, 2.20, 142913.73, 6353.221262, 11842.10526, 7401.31579, 1
160.00, 2.26, 145580.40, 6471.739781, 11842.10526, 7401.31579, 1
160.00, 2.33, 148691.51, 6610.011385, 11842.10526, 7401.31579, 1
160.00, 2.40, 151802.62, 6748.282990, 11842.10526, 7401.31579, 1
160.00, 2.46, 154469.28, 6866.801509, 11842.10526, 7401.31579, 1
160.00, 2.53, 157580.40, 7005.073114, 11842.10526, 7401.31579, 1
160.00, 2.60, 160691.51, 7143.344719, 11842.10526, 7401.31579, 1
160.00, 2.66, 163358.17, 7261.863237, 11842.10526, 7401.31579, 1
160.00, 2.73, 166469.28, 7400.134842, 11842.10526, 7401.31579, 1
160.00, 2.80, 169580.40, 7538.406447, 11842.10526, 7401.31579, 1
160.00, 2.86, 172247.06, 7656.924966, 11842.10526, 7401.31579, 1
160.00, 2.93, 175358.17, 7795.196571, 11842.10526, 7401.31579, 1
160.00, 3.00, 178469.28, 7933.468176, 11842.10526, 7401.31579, 1

162.00, -1.00, 1683.22, 77.244720, 5.11550, 3.15772, 7
162.00, -0.93, 4833.22, 218.994720, 5.55215, 3.42725, 7
162.00, -0.86, 7983.22, 360.744720, 6.13733, 3.78848, 7
162.00, -0.80, 10683.22, 482.244720, 6.73599, 4.15802, 7
162.00, -0.73, 13833.22, 623.994720, 7.51612, 4.63958, 7
162.00, -0.66, 16983.22, 765.744720, 8.35561, 5.15779, 7
162.00, -0.60, 19683.22, 887.244720, 9.10565, 5.62077, 7
162.00, -0.53, 22833.22, 1028.994720, 10.00298, 6.17468, 7
162.00, -0.46, 25983.22, 1170.744720, 10.91510, 6.73772, 7
162.00, -0.40, 28683.22, 1292.244720, 11.70401, 7.22470, 7
162.00, -0.33, 31833.22, 1433.994720, 12.62933, 7.79588, 7
162.00, -0.26, 34983.22, 1575.744720, 13.55781, 8.36902, 7
162.00, -0.19, 38133.22, 1717.494720, 14.48808, 8.94326, 7
162.00, -0.13, 40833.22, 1838.994720, 15.28628, 9.43597, 7
162.00, -0.06, 43983.22, 1980.744720, 16.21808, 10.01116, 7
162.00, 0.00, 46683.22, 2102.244720, 17.01705, 10.50435, 7
162.00, 0.06, 49383.22, 2223.744720, 17.81620, 10.99765, 7
162.00, 0.13, 52533.22, 2365.494720, 18.74867, 11.57326, 7
162.00, 0.19, 55233.22, 2486.994720, 19.54805, 12.06670, 7
162.00, 0.26, 58383.22, 2628.744720, 20.48082, 12.64248, 7
162.00, 0.33, 61533.22, 2770.494720, 21.41386, 13.21843, 7
162.00, 0.39, 64233.22, 2891.994720, 22.21400, 13.71235, 7
162.00, 0.46, 67383.22, 3033.744720, 23.14838, 14.28913, 7
162.00, 0.53, 70533.22, 3175.494720, 24.08458, 14.86703, 7
162.00, 0.60, 73683.22, 3317.244720, 25.02441, 15.44717, 7
162.00, 0.66, 76383.22, 3438.744720, 25.83550, 15.94784, 7
162.00, 0.73, 79533.22, 3580.494720, 26.79418, 16.53962, 7
162.00, 0.80, 82683.22, 3722.244720, 27.77866, 17.14732, 7
162.00, 0.86, 85383.22, 3843.744720, 28.66172, 17.69242, 7
162.00, 0.93, 88533.22, 3985.494720, 29.77980, 18.38259, 7
162.00, 1.00, 91683.22, 4127.244720, 31.08015, 19.18528, 7
162.00, 1.06, 94383.22, 4248.744720, 32.37722, 19.98594, 6
162.00, 1.13, 97533.22, 4390.494720, 33.35331, 20.58847, 6
162.00, 1.20, 100683.22, 4532.244720, 11842.10526, 7309.94152, 1
162.00, 1.26, 103383.22, 4653.744720, 11842.10526, 7309.94152, 1
162.00, 1.33, 106533.22, 4795.494720, 11842.10526, 7309.94152, 1
162.00, 1.40, 109683.22, 4937.244720, 11842.10526, 7309.94152, 1
162.00, 1.46, 112383.22, 5058.744720, 11842.10526, 7309.94152, 1
162.00, 1.53, 115533.22, 5200.494720, 11842.10526, 7309.94152, 1
162.00, 1.60, 118683.22, 5342.244720, 11842.10526, 7309.94152, 1
162.00, 1.66, 121383.22, 5463.744720, 11842.10526, 7309.94152, 1
162.00, 1.73, 124533.22, 5605.494720, 11842.10526, 7309.94152, 1
162.00, 1.79, 127233.22, 5726.994720, 11842.10526, 7309.94152, 1
162.00, 1.86, 130383.22, 5868.744720, 11842.10526, 7309.94152, 1
162.00, 1.93, 133533.22, 6010.494720, 11842.10526, 7309.94152, 1
162.00, 2.00, 136683.22, 6152.244720, 11842.10526, 7309.94152, 1
162.00, 2.06, 139383.22, 6273.744720, 11842.10526, 7309.94152, 1
162.00, 2.13, 142533.22, 6415.494720, 11842.10526, 7309.94152, 1
162.00, 2.20, 145683.22, 6557.244720, 11842.10526, 7309.94152, 1
162.00, 2.26, 148383.22, 6678.744720, 11842.10526, 7309.94152, 1
162.00, 2.33, 151533.22, 6820.494720, 11842.10526, 7309.94152, 1
162.00, 2.40, 154683.22, 6962.244720, 11842.10526, 7309.94152, 1
162.00, 2.46, 157383.22, 7083.744720, 11842.10526, 7309.94152, 1
162.00, 2.53, 160533.22, 7225.494720, 11842.10526, 7309.94152, 1
162.00, 2.60, 163683.22, 7367.244720, 11842.10526, 7309.94152, 1
162.00, 2.66, 166383.22, 7488.744720, 11842.10526, 7309.94152, 1
162.00, 2.73, 169533.22, 7630.494720, 11842.10526, 7309.94152, 1
162.00, 2.80, 172683.22, 7772.244720, 11842.10526, 7309.94152, 1
162.00, 2.86, 175383.22, 7893.744720, 11842.10526, 7309.94152, 1
162.00, 2.93, 178533.22, 8035.494720, 11842.10526, 7309.94152, 1
162.00, 3.00, 181683.22, 8177.244720, 11842.10526, 7309.94152, 1

164.00, -1.00, 2711.56, 125.026705, 5.31366, 3.24004, 7
164.00, -0.93, 5900.45, 270.298310, 5.80912, 3.54215, 7
164.00, -0.86, 9089.34, 415.569915, 6.44762, 3.93148, 7
164.00, -0.80, 11822.67, 540.088434, 7.08312, 4.31898, 7
164.00, -0.73, 15011.56, 685.360039, 7.89665, 4.81503, 7
164.00, -0.66, 18200.45, 830.631644, 8.76170, 5.34250, 7
164.00, -0.60, 20933.78, 955.150162, 9.52929, 5.81054, 7
164.00, -0.53, 24122.67, 1100.421767, 10.44377, 6.36815, 7
164.00, -0.46, 27311.56, 1245.693372, 11.37073, 6.93337, 7
164.00, -0.40, 30044.90, 1370.211891, 12.17124, 7.42149, 7
164.00, -0.33, 33233.78, 1515.483496, 13.10929, 7.99347, 7
164.00, -0.26, 36422.67, 1660.755101, 14.04997, 8.56706, 7
164.00, -0.19, 39611.56, 1806.026705, 14.99215, 9.14156, 7
164.00, -0.13, 42344.90, 1930.545224, 15.80042, 9.63440, 7
164.00, -0.06, 45533.78, 2075.816829, 16.74387, 10.20968, 7
164.00, 0.00, 48267.12, 2200.335347, 17.55279, 10.70292, 7
164.00, 0.06, 51000.45, 2324.853866, 18.36185, 11.19625, 7
164.00, 0.13, 54189.34, 2470.125471, 19.30588, 11.77188, 7
164.00, 0.19, 56922.67, 2594.643989, 20.11517, 12.26535, 7
164.00, 0.26, 60111.56, 2739.915594, 21.05952, 12.84117, 7
164.00, 0.33, 63300.45, 2885.187199, 22.00421, 13.41720, 7
164.00, 0.39, 66033.78, 3009.705718, 22.81444, 13.91124, 7
164.00, 0.46, 69222.67, 3154.977323, 23.76080, 14.48829, 7
164.00, 0.53, 72411.56, 3300.248928, 24.70945, 15.06674, 7
164.00, 0.60, 75600.45, 3445.520533, 25.66265, 15.64795, 7
164.00, 0.66, 78333.78, 3570.039051, 26.48660, 16.15037, 7
164.00, 0.73, 81522.67, 3715.310656, 27.46343, 16.74600, 7
164.00, 0.80, 84711.56, 3860.582261, 28.47261, 17.36135, 7
164.00, 0.86, 87444.90, 3985.100780, 29.38677, 17.91876, 7
164.00, 0.93, 90633.78, 4130.372384, 30.56333, 18.63618, 7
164.00, 1.00, 93822.67, 4275.643989, 31.96817, 19.49279, 7
164.00, 1.06, 96556.01, 4400.162508, 33.13607, 20.20492, 6
164.00, 1.13, 99744.90, 4545.434113, 34.13291, 20.81275, 6
164.00, 1.20, 102933.78, 4690.705718, 11842.10526, 7220.79589, 1
164.00, 1.26, 105667.12, 4815.224236, 11842.10526, 7220.79589, 1
164.00, 1.33, 108856.01, 4960.495841, 11842.10526, 7220.79589, 1
164.00, 1.40, 112044.90, 5105.767446, 11842.10526, 7220.79589, 1
164.00, 1.46, 114778.23, 5230.285965, 11842.10526, 7220.79589, 1
164.00, 1.53, 117967.12, 5375.557570, 11842.10526, 7220.79589, 1
164.00, 1.60, 121156.01, 5520.829175, 11842.10526, 7220.79589, 1
164.00, 1.66, 123889.34, 5645.347693, 11842.10526, 7220.79589, 1
164.00, 1.73, 127078.23, 5790.619298, 11842.10526, 7220.79589, 1
164.00, 1.79, 129811.56, 5915.137817, 11842.10526, 7220.79589, 1
164.00, 1.86, 133000.45, 6060.409422, 11842.10526, 7220.79589, 1
164.00, 1.93, 136189.34, 6205.681026, 11842.10526, 7220.79589, 1
164.00, 2.00, 139378.23, 6350.952631, 11842.10526, 7220.79589, 1
164.00, 2.06, 142111.56, 6475.471150, 11842.10526, 7220.79589, 1
164.00, 2.13, 145300.45, 6620.742755, 11842.10526, 7220.79589, 1
164.00, 2.20, 148489.34, 6766.014360, 11842.10526, 7220.79589, 1
164.00, 2.26, 151222.67, 6890.532878, 11842.10526, 7220.79589, 1
164.00, 2.33, 154411.56, 7035.804483, 11842.10526, 7220.79589, 1
164.00, 2.40, 157600.45, 7181.076088, 11842.10526, 7220.79589, 1
164.00, 2.46, 160333.78, 7305.594607, 11842.10526, 7220.79589, 1
164.00, 2.53, 163522.67, 7450.866212, 11842.10526, 7220.79589, 1
164.00, 2.60, 166711.56, 7596.137817, 11842.10526, 7220.79589, 1
164.00, 2.66, 169444.90, 7720.656335, 11842.10526, 7220.79589, 1
164.00, 2.73, 172633.78, 7865.927940, 11842.10526, 7220.79589, 1
164.00, 2.80, 175822.67, 8011.199545, 11842.10526, 7220.79589, 1
164.00, 2.86, 178556.01, 8135.718063, 11842.10526, 7220.79589, 1
164.00, 2.93, 181744.90, 8280.989668, 11842.10526, 7220.79589, 1
164.00, 3.00, 184933.78, 8426.261273, 11842.10526, 7220.79589, 1

